time,right_knee_angle,left_knee_angle,angular_velocity,linear_acceleration
0.0,179.94704745974167,177.87859490332076,,
0.04170833333333333,179.62195726226764,177.606138504376,0.4353125445031902,
0.08341666666666667,179.36439595778376,177.35811388254447,1.0367893928431378,0.6014768483399475
0.125125,179.17193853277453,177.26613867378052,1.0956719451936185,0.05888255235048079
0.16683333333333333,179.02005405666833,177.2067551690337,0.997923433598818,-0.09774851159480058
0.20854166666666665,178.9539876712149,177.25131234693808,0.47306715583531644,-0.5248562777635015
0.25025,178.89534630516135,177.39597001277812,0.4607105231010735,-0.012356632734242923
0.2919583333333333,178.90623250417914,177.3170416067931,-0.09835038859637933,-0.5590609116974529
0.33366666666666667,178.9172907540109,177.44018216379982,-0.12330062486244991,-0.024950236266070583
0.375375,178.99954487115937,177.4719439720888,-0.7078754715447648,-0.5845748466823149
0.4170833333333333,178.98638835249056,177.51945539057627,0.08019403553262679,0.7880695070773917
0.45879166666666665,178.96382017372147,177.56300381636296,0.16872889873338381,0.08853486320075703
0.5005,178.95807243451247,177.50288439445654,0.0443439572837738,-0.12438494144961001
0.5422083333333333,178.95186295781028,177.5852238898484,0.08049735573790037,0.03615339845412657
0.5839166666666666,178.96724877840876,177.77969971204573,0.05416370438506098,-0.02633365135283939
0.625625,179.0793407965649,177.9579797961548,-0.7646586658650996,-0.8188223702501606
0.6673333333333333,179.35739277108289,178.3636103740493,-1.6212032591871766,-0.856544593322077
0.7090416666666667,179.42418249820872,178.41290118418337,-0.2599588939507126,1.3612443652364639
0.75075,179.44788979884456,178.50004030191056,-0.08418563916515204,0.17577325478556055
0.7924583333333333,179.7183553522428,178.753687790599,-0.8608309372157307,-0.7766452980505787
0.8341666666666666,179.97551559203308,178.85257947041163,-0.3042395430830805,0.5565913941326501
0.875875,179.8600776026569,179.32099911959045,0.11801534001516235,0.42225488309824283
0.9175833333333333,179.6188288613775,179.3358563200065,0.5913152073759008,0.4732998673607385
0.9592916666666667,179.38750700571526,179.6485311266753,0.9624134986373167,0.3710982912614159
1.001,179.12251350156697,179.9704329241353,1.5398317938505435,0.5774182952132267
1.0427083333333333,179.00010017419515,179.91660139677745,0.818412097845423,-0.7214196960051205
1.0844166666666666,178.98942705184527,179.85769313231023,0.0574666639678327,-0.7609454338775903
1.126125,179.4131593840119,179.98112505655428,-2.628147493875498,-2.6856141578433306
1.1678333333333333,179.38861271274467,179.77892321408885,0.13553975749529096,2.763687251370789
1.2095416666666667,179.18193068430736,179.64042518078978,1.2603526307927446,1.1248128732974536
1.25125,179.09755903820167,179.52589061512055,0.5544474432993751,-0.7059051874933695
1.2929583333333332,178.95133817900668,179.41228549341338,1.0357706239458426,0.4813231806464675
1.3346666666666667,178.8576396141975,179.38329629262202,0.7283355768438334,-0.3074350471020092
1.376375,178.8269160108433,179.3496120345154,0.24075158699900379,-0.48758398984482965
1.4180833333333334,178.90709997310617,179.33972092880052,-0.6131949652037939,-0.8539465522027977
1.4597916666666666,179.07271978234442,179.36609876817081,-1.1887490903584095,-0.5755541251546156
1.5015,179.0423221656103,179.34168181101361,0.1657588654852937,1.3545079558437032
1.5432083333333333,179.06860636988213,179.30366878261236,-0.23844157425927798,-0.40420043974457165
1.5849166666666665,179.08752816031063,179.31030999533604,-0.16063916368799963,0.07780241057127835
1.626625,179.1193647172414,179.31213174922334,-0.2541269072108687,-0.0934877435228691
1.6683333333333332,179.15348884739478,179.33746936716568,-0.21919887455742193,0.034928032653446794
1.7100416666666667,179.18087789241304,179.34186039658317,-0.1956378146580304,0.02356105989939153
1.75175,179.2160332195511,179.4613597345046,-0.28347339430347074,-0.08783557964544034
1.7934583333333334,179.35597961391088,179.60466864202385,-0.7990573862725664,-0.5155839919690957
1.8351666666666666,179.6609446648385,179.732775398656,-1.3597620258570347,-0.5607046395844683
1.8768749999999998,179.87911464885488,179.88290793985735,-0.46425294081390994,0.8955090850431247
1.9185833333333333,179.88796125783924,179.98713247095176,-0.0023708394584206413,0.4618821013554893
1.9602916666666665,179.7337359903875,179.9091523236122,0.23513060681926398,0.23750144627768463
2.002,179.64844185656352,179.97394025644815,0.2740833996379337,0.03895279281866973
2.0437083333333335,179.60300439343533,179.6532574475624,0.16177616378811885,-0.11230723584981486
2.0854166666666667,179.3470559202605,179.3371980927037,1.1245381077986916,0.9627619440105727
2.127125,179.2812146578971,179.29796089352672,0.3755013815972828,-0.7490367262014088
2.168833333333333,179.32012107110472,179.23450766808006,-0.1509334437825391,-0.5264348253798219
2.2105416666666664,179.19730143202094,179.32132225943482,0.7156444252623398,0.8665778690448789
2.25225,179.0590430484708,179.40835541454388,0.8640279722505403,0.14838354698820044
2.2939583333333333,179.00610068885763,179.434053700604,0.3565698130299971,-0.5074581592205432
2.3356666666666666,179.14591748659907,179.53809356260982,-0.8952703606643051,-1.2518401736943021
2.377375,179.06426146812967,179.68245760549718,0.5315935579663548,1.42686391863066
2.4190833333333335,179.1107457493509,179.73681979174964,-0.29356340483261595,-0.8251569627989708
2.4607916666666667,179.30599552166396,179.6743982047961,-1.1055096805464757,-0.8119462757138598
2.5025,179.86354041205516,179.47140892665448,-1.80340616113506,-0.6978964805885843
