,time,linear_acceleration,angular_velocity
0,0.06666666666666667,,
1,0.1,,-13.695055913725705
2,0.13333333333333333,14.076704843858366,0.381648930132661
3,0.16666666666666666,10.438480080110024,10.820129010242685
4,0.2,-8.263989412414844,2.5561395978278405
5,0.23333333333333334,-7.1660978571504055,-4.609958259322565
6,0.26666666666666666,-1.4967596892842492,-6.106717948606814
7,0.3,6.151616128427408,0.04489817982059386
8,0.3333333333333333,-2.087807038815033,-2.0429088589944393
9,0.36666666666666664,4.6053001169409855,2.562391257946546
10,0.4,-5.70120763326449,-3.138816375317943
11,0.43333333333333335,1.6077948773896407,-1.5310214979283026
12,0.4666666666666667,5.4182466249169465,3.8872251269886435
13,0.5,-1.0927801808507103,2.7944449461379333
14,0.5333333333333333,0.515472492257683,3.3099174383956163
15,0.5666666666666667,-0.06579740346126073,3.2441200349343555
16,0.6,-0.47958972925731524,2.7645303056770403
17,0.6333333333333333,-3.716938812671887,-0.9524085069948465
18,0.6666666666666666,-0.09106901925719946,-1.043477526252046
19,0.7,3.085031209897614,2.0415536836455677
20,0.7333333333333333,-1.5676086181243059,0.4739450655212619
21,0.7666666666666666,1.5434338291174403,2.017378894638702
22,0.8,-0.6296758885200273,1.3877030061186748
23,0.8333333333333334,-0.7632737437912996,0.6244292623273752
24,0.8666666666666667,-1.3401570747806082,-0.715727812453233
25,0.9,0.9941148417731418,0.2783870293199087
26,0.9333333333333333,-1.5172072066387534,-1.2388201773188448
27,0.9666666666666667,1.0749353738105418,-0.16388480350830295
28,1.0,-1.4864516805298682,-1.6503364840381711
29,1.0333333333333332,0.40432067850532816,-1.246015805532843
30,1.0666666666666667,-0.06337068352190878,-1.3093864890547517
31,1.1,0.5384614750140477,-0.770925014040704
32,1.1333333333333333,0.06387701969698012,-0.7070479943437239
33,1.1666666666666667,0.7358124591087047,0.028764464764980867
34,1.2,-0.4543272150376701,-0.42556275027268925
35,1.2333333333333334,0.24423247868470482,-0.18133027158798443
36,1.2666666666666666,-0.5290146634114232,-0.7103449349994077
37,1.3,1.337180639213607,0.6268357042141994
38,1.3333333333333333,-0.7369706876072508,-0.11013498339305133
39,1.3666666666666667,0.2303512732369395,0.12021628984388817
40,1.4,-1.0028008657002756,-0.8825845758563875
41,1.4333333333333333,-0.3872712237724514,-1.2698557996288389
42,1.4666666666666666,-4.58040464450958,-5.850260444138418
43,1.5,0.6328783693730964,-5.217382074765322
44,1.5333333333333332,6.324773199992203,1.1073911252268815
45,1.5666666666666667,-4.166944939589751,-3.0595538143628693
46,1.6,-0.8414515051905598,-3.901005319553429
47,1.6333333333333333,1.7195165691924057,-2.1814887503610234
48,1.6666666666666667,1.5462750392441655,-0.6352137111168579
49,1.7,1.6236654679566092,0.9884517568397513
50,1.7333333333333334,0.7644397148620816,1.752891471701833
51,1.7666666666666666,3.7078154303802418,5.460706902082075
52,1.8,-0.5309425302509565,4.929764371831118
53,1.8333333333333333,1.015539575286689,5.945303947117807
54,1.8666666666666667,2.26638454244579,8.211688489563597
55,1.9,8.917800688831361,17.12948917839496
56,1.9333333333333333,-4.24308415870534,12.886405019689619
57,1.9666666666666666,-2.495382327303057,10.391022692386562
58,2.0,7.737864586822235,18.128887279208797
59,2.033333333333333,-14.842378908429556,3.2865083707792424
60,2.0666666666666664,-12.24412450068904,-8.957616129909796
61,2.1,-14.377945716725465,-23.33556184663526
62,2.1333333333333333,1.5679029008764331,-21.76765894575883
63,2.1666666666666665,10.623808917361368,-11.14385002839746
64,2.2,6.184665963236017,-4.959184065161444
65,2.2333333333333334,5.055949728586309,0.09676566342486516
66,2.2666666666666666,-2.6707701173781304,-2.574004453953265
67,2.3,1.8105692892710645,-0.7634351646822006
68,2.3333333333333335,3.32656445240628,2.563129287724079
69,2.3666666666666667,13.531093629702044,16.094222917426123
70,2.4,-17.252996628172124,-1.1587737107460014
71,2.433333333333333,-3.3215817110654227,-4.480355421811424
72,2.466666666666667,-4.653937140760675,-9.1342925625721
73,2.5,17.26340788978291,8.129115327210814
74,2.533333333333333,-19.256743343481993,-11.12762801627118
75,2.5666666666666664,20.88377433435973,9.756146318088552
76,2.6,-11.193403451171346,-1.4372571330827937
77,2.6333333333333333,2.6108012536638805,1.1735441205810868
78,2.6666666666666665,-11.029747031185714,-9.856202910604628
79,2.7,27.469444647508773,17.613241736904147
80,2.7333333333333334,-15.977511057588929,1.6357306793152184
81,2.7666666666666666,-7.641189990546913,-6.005459311231695
82,2.8,-3.4415007077380313,-9.446960018969726
83,2.8333333333333335,-0.04712846490782674,-9.494088483877553
84,2.8666666666666667,-8.292690143600817,-17.78677862747837
85,2.9,-4.480741639937225,-22.267520267415595
86,2.933333333333333,16.21205146237803,-6.055468805037564
87,2.966666666666667,11.594910440763641,5.539441635726078
88,3.0,-5.495999757531441,0.04344187819463678
89,3.033333333333333,-6.208651139230299,-6.165209261035662
90,3.0666666666666664,1.9054904618032413,-4.259718799232421
91,3.1,3.6411621508298966,-0.6185566484025247
92,3.1333333333333333,5.636708249812255,5.0181516014097305
93,3.1666666666666665,3.307598031392061,8.325749632801791
94,3.2,17.77453059862442,26.10028023142621
95,3.2333333333333334,13.81655110272137,39.91683133414758
96,3.2666666666666666,-15.481379792060661,24.43545154208692
97,3.3,-34.09585401918645,-9.660402477099524
98,3.3333333333333335,20.446232828213013,10.785830351113487
99,3.3666666666666667,34.8781268230595,45.66395717417299
100,3.4,-10.429653946796087,35.234303227376905
101,3.433333333333333,-29.064587964443955,6.169715262932951
102,3.466666666666667,-32.30982736583211,-26.14011210289916
