,time,linear_acceleration,angular_velocity
0,0.0,,
1,0.03336666666666667,,-1.1752152212414426
2,0.06673333333333334,-1.4366411718315706,-2.611856393073013
3,0.10010000000000001,-0.46168479468652723,-3.0735411877595404
4,0.13346666666666668,-0.9451186288023998,-4.01865981656194
5,0.16683333333333333,2.969904753229483,-1.0487550633324572
6,0.20020000000000002,0.7447452210835837,-0.30400984224887356
7,0.23356666666666667,1.590808164802965,1.2867983225540915
8,0.26693333333333336,-0.7865692304543542,0.5002290920997373
9,0.3003,-0.11204341355731279,0.38818567854242453
10,0.33366666666666667,-3.674673287284893,-3.2864876087424686
11,0.3670333333333334,2.0464947428026092,-1.2399928659398594
12,0.40040000000000003,-2.9698469772883334,-4.209839843228193
13,0.4337666666666667,-1.326188188552882,-5.536028031781075
14,0.46713333333333334,5.670418848015662,0.1343908162345873
15,0.5005000000000001,1.2217594621316683,1.3561502783662556
16,0.5338666666666667,0.7754666242887447,2.1316169026550003
17,0.5672333333333334,-1.1432123316075302,0.98840457104747
18,0.6006,0.8144526133054049,1.802857184352875
19,0.6339666666666667,-3.9387723972949544,-2.1359152129420793
20,0.6673333333333333,1.667690827988975,-0.46822438495310426
21,0.7007000000000001,0.17820725822403727,-0.290017126729067
22,0.7340666666666668,-2.0146949627835364,-2.3047120895126034
23,0.7674333333333334,0.014220508698890466,-2.290491580813713
24,0.8008000000000001,0.8237117493073498,-1.4667798315063632
25,0.8341666666666667,-0.31202924869481596,-1.7788090802011791
26,0.8675333333333334,-0.42582561170071664,-2.2046346919018958
27,0.9009000000000001,1.3491861486585992,-0.8554485432432964
28,0.9342666666666667,-0.06672336159437042,-0.9221719048376669
29,0.9676333333333333,-0.7177429295737816,-1.6399148344114485
30,1.0010000000000001,-1.1131787669249382,-2.7530936013363867
31,1.0343666666666667,-2.3177179359111744,-5.070811537247561
32,1.0677333333333334,4.513402851926225,-0.5574086853213358
33,1.1011,0.7970151469710648,0.239606461649729
34,1.1344666666666667,-0.7216100892315652,-0.4820036275818362
35,1.1678333333333333,4.424842733017045,3.9428391054352088
36,1.2012,-5.526658133754756,-1.5838190283195477
37,1.2345666666666668,7.829789092060917,6.245970063741369
38,1.2679333333333334,2.6956899418450515,8.94166000558642
39,1.3013000000000001,-11.198281209137566,-2.2566212035511457
40,1.3346666666666667,-3.799922726986992,-6.056543930538138
41,1.3680333333333334,14.14359497633128,8.08705104579314
42,1.4014000000000002,-7.776104312337572,0.31094673345556895
43,1.4347666666666667,6.987877071579168,7.298823805034736
44,1.4681333333333335,-7.481878723686839,-0.18305491865210302
45,1.5015,2.1482566540373353,1.9652017353852322
46,1.5348666666666668,-0.6007831987211976,1.3644185366640347
47,1.5682333333333334,-4.341628526837514,-2.9772099901734794
48,1.6016000000000001,0.846787021913499,-2.1304229682599805
49,1.6349666666666667,-3.4679945363998823,-5.598417504659863
50,1.6683333333333334,4.986269165775622,-0.6121483388842412
51,1.7017,0.5566634405562423,-0.05548489832799902
52,1.7350666666666668,1.5717546544547956,1.5162697561267966
53,1.7684333333333335,5.433199239903324,6.94946899603012
54,1.8018000000000003,-0.88963951243732,6.0598294835928
55,1.8351666666666668,-4.214131267645149,1.845698215947651
56,1.8685333333333334,-5.431124205690172,-3.585425989742521
57,1.9019000000000001,-1.5009418622966098,-5.086367852039131
58,1.9352666666666667,-0.01782216641697776,-5.104190018456109
59,1.9686333333333335,6.60939018554496,1.5052001670888515
60,2.0020000000000002,-4.455867739821727,-2.950667572732876
61,2.0353666666666665,-0.8420725414404253,-3.7927401141733013
62,2.0687333333333333,2.379894658559821,-1.4128454556134802
63,2.1021,0.5562325040761892,-0.856612951537291
64,2.135466666666667,2.9654538216158834,2.1088408700785926
65,2.1688333333333336,-0.8131200445097138,1.2957208255688788
66,2.2022,-0.2643945422953018,1.031326283273577
67,2.2355666666666667,-3.285113203163142,-2.253786919889565
68,2.2689333333333335,-0.23100296383759567,-2.4847898837271605
69,2.3023000000000002,-0.7763251291402309,-3.2611150128673914
70,2.3356666666666666,0.7655601376123311,-2.4955548752550603
71,2.3690333333333333,1.516699899637623,-0.9788549756174373
72,2.4024,-0.34526365980654405,-1.3241186354239813
73,2.435766666666667,-1.9915849215092392,-3.3157035569332205
74,2.4691333333333336,-0.4235094551614331,-3.7392130120946536
75,2.5025,0.6088392568776761,-3.1303737552169775
76,2.5358666666666667,0.19951014564521863,-2.930863609571759
77,2.5692333333333335,0.7282131839934696,-2.2026504255782893
78,2.6026000000000002,2.1102282235745937,-0.09242220200369558
79,2.635966666666667,0.1669167074827907,0.07449450547909513
80,2.6693333333333333,0.33279353495536756,0.4072880404344627
81,2.7027,0.13778222640563725,0.5450702668401
82,2.736066666666667,1.0869327189524078,1.6320029857925078
83,2.7694333333333336,-0.9425577038993361,0.6894452818931717
84,2.8028000000000004,1.8553566718180972,2.5448019537112687
85,2.8361666666666667,-1.1156674350025413,1.4291345187087274
86,2.8695333333333335,-0.6211187801045717,0.8080157386041558
87,2.9029000000000003,1.4281690035727141,2.23618474217687
88,2.936266666666667,-1.535262030836377,0.700922711340493
89,2.9696333333333333,5.019082884968812,5.7200055963093055
90,3.003,-0.4954549577317575,5.224550638577548
91,3.036366666666667,-2.4183875189595443,2.8061631196180037
92,3.0697333333333336,-1.847244226244737,0.9589188933732667
93,3.1031,-1.4218290085404963,-0.4629101151672295
94,3.1364666666666667,-0.2761474778929985,-0.739057593060228
95,3.1698333333333335,-0.14055801587215477,-0.8796156089323828
96,3.2032000000000003,0.4860115719130205,-0.39360403701936225
97,3.236566666666667,0.28340694924612486,-0.11019708777323736
98,3.2699333333333334,0.09229394579378707,-0.017903141979450293
99,3.3033,-1.25676026797579,-1.2746634099552403
100,3.336666666666667,-0.7862040243553823,-2.0608674343106226
101,3.3700333333333337,-0.2347774125858053,-2.295644846896428
102,3.4034,0.8233350041106364,-1.4723098427857915
103,3.4367666666666667,1.5600498519845263,0.0877400091987348
104,3.4701333333333335,1.1134754274777303,1.2012154366764651
105,3.5035000000000003,1.3334300697916843,2.5346455064681495
106,3.536866666666667,4.843722583708336,7.378368090176486
107,3.5702333333333334,-7.987643660715782,-0.6092755705392964
108,3.6036000000000006,-8.236629913332967,-8.845905483872263
109,3.636966666666667,5.2691087073552785,-3.576796776516985
110,3.6703333333333337,-2.6277363302461474,-6.204533106763132
111,3.7037,5.06154846576767,-1.1429846409954627
112,3.7370666666666668,3.394946385673767,2.2519617446783045
113,3.7704333333333335,-5.361934417082836,-3.1099726724045316
114,3.8038000000000003,5.85636374295413,2.746391070549599
115,3.837166666666667,-3.683867417287827,-0.9374763467382282
116,3.8705333333333334,4.23812710148269,3.300650754744462
117,3.9039,-3.588827722224415,-0.2881769674799532
118,3.937266666666667,0.8964345421351885,0.6082575746552352
119,3.9706333333333337,-0.4210018045775602,0.18725577007767505
120,4.0040000000000004,-0.8587097193948927,-0.6714539493172177
121,4.037366666666667,1.126376078487898,0.45492212917068026
122,4.070733333333333,-0.4854139647129653,-0.030491835542285
123,4.1041,-0.08486468417467012,-0.11535651971695512
124,4.137466666666667,-0.324448917384191,-0.4398054371011461
125,4.170833333333333,1.5052456588447418,1.0654402217435957
126,4.2042,0.7692723706510927,1.8347125923946883
127,4.237566666666667,0.5938813424598759,2.428593934854564
128,4.270933333333334,-2.938806884344002,-0.5102129494894376
129,4.3043000000000005,-0.9937933362030191,-1.5040062856924568
130,4.337666666666667,0.8850842055127892,-0.6189220801796675
131,4.371033333333333,0.8539780771338932,0.23505599695422558
132,4.4044,0.5952245015931295,0.8302804985473551
133,4.437766666666667,-0.26063199796351344,0.5696485005838416
134,4.471133333333333,1.6314309125611774,2.201079413145019
135,4.5045,2.032146362854816,4.233225775999835
136,4.537866666666667,-5.945034961220511,-1.7118091852206758
137,4.571233333333334,1.8400863845264344,0.12827719930575848
138,4.6046000000000005,0.2534239894757843,0.3817011887815428
139,4.637966666666667,0.4023392977184621,0.7840404865000049
140,4.671333333333333,-0.9494766839486776,-0.1654361974486727
141,4.7047,0.4074044652845221,0.2419682678358494
142,4.738066666666667,-0.36352759938284146,-0.12155933154699204
143,4.771433333333333,-0.09785533838950121,-0.21941466993649325
144,4.8048,0.9311157110118353,0.711701041075342
145,4.838166666666667,-0.2277140450015394,0.48398699607380263
146,4.871533333333334,-0.6338911349418139,-0.1499041388680113
147,4.9049000000000005,-0.35285034171451285,-0.5027544805825241
148,4.938266666666667,-0.32527935486776494,-0.8280338354502891
149,4.971633333333334,0.19068979520920892,-0.6373440402410802
150,5.005,0.14555821924384027,-0.4917858209972399
151,5.038366666666667,-0.06704269595301426,-0.5588285169502542
152,5.071733333333333,-2.233327990369883,-2.7921565073201373
153,5.1051,1.1973445731639054,-1.594811934156232
154,5.138466666666667,-1.6490718096787376,-3.2438837438349695
